League,Year,Pos,Team
Uruguayan Primera División,2018.0,16,El Tanque Sisley
Uruguayan Primera División,2017.0,1,Peñarol
Uruguayan Primera División,2017.0,2,Defensor
Uruguayan Primera División,2017.0,3,Nacional
Uruguayan Primera División,2017.0,4,Montevideo Wanderers
Uruguayan Primera División,2017.0,5,Cerro Largo
Uruguayan Primera División,2017.0,6,Boston River
Uruguayan Primera División,2017.0,7,Rampla Juniors
Uruguayan Primera División,2017.0,8,Danubio
Uruguayan Primera División,2017.0,9,River Plate-URU
Uruguayan Primera División,2017.0,10,Racing Montevideo
Uruguayan Primera División,2017.0,11,Fenix
Uruguayan Primera División,2017.0,12,Liverpool-URU
Uruguayan Primera División,2017.0,13,El Tanque Sisley
Uruguayan Primera División,2017.0,14,Sud América
Uruguayan Primera División,2017.0,15,Juventud
Uruguayan Primera División,2017.0,16,Plaza Colonia
Uruguayan Primera División,2016.0,1,Nacional
Uruguayan Primera División,2016.0,2,Montevideo Wanderers
Uruguayan Primera División,2016.0,3,Danubio
Uruguayan Primera División,2016.0,4,Defensor
Uruguayan Primera División,2016.0,5,Liverpool-URU
Uruguayan Primera División,2016.0,6,Boston River
Uruguayan Primera División,2016.0,7,Cerro Largo
Uruguayan Primera División,2016.0,8,Racing Montevideo
Uruguayan Primera División,2016.0,9,Fenix
Uruguayan Primera División,2016.0,10,River Plate-URU
Uruguayan Primera División,2016.0,11,Juventud
Uruguayan Primera División,2016.0,12,Sud América
Uruguayan Primera División,2016.0,13,Rampla Juniors
Uruguayan Primera División,2016.0,14,Peñarol
Uruguayan Primera División,2016.0,15,Plaza Colonia
Uruguayan Primera División,2016.0,16,Villa Española
Uruguayan Primera División,2015.0,1,Nacional
Uruguayan Primera División,2015.0,2,Peñarol
Uruguayan Primera División,2015.0,3,River Plate-URU
Uruguayan Primera División,2015.0,4,Danubio
Uruguayan Primera División,2015.0,5,Defensor
Uruguayan Primera División,2015.0,6,Juventud
Uruguayan Primera División,2015.0,7,Racing Montevideo
Uruguayan Primera División,2015.0,8,Sud América
Uruguayan Primera División,2015.0,9,Fenix
Uruguayan Primera División,2015.0,10,El Tanque Sisley
Uruguayan Primera División,2015.0,11,Montevideo Wanderers
Uruguayan Primera División,2015.0,12,Atenas
Uruguayan Primera División,2015.0,13,Rentistas
Uruguayan Primera División,2015.0,14,Cerro-URU
Uruguayan Primera División,2015.0,15,Tacuarembó
Uruguayan Primera División,2015.0,16,Rampla Juniors
Uruguayan Primera División,2014.0,1,Danubio
Uruguayan Primera División,2014.0,2,Montevideo Wanderers
Uruguayan Primera División,2014.0,3,Nacional
Uruguayan Primera División,2014.0,4,River Plate-URU
Uruguayan Primera División,2014.0,5,Peñarol
Uruguayan Primera División,2014.0,6,Rentistas
Uruguayan Primera División,2014.0,7,Fenix
Uruguayan Primera División,2014.0,8,Racing Montevideo
Uruguayan Primera División,2014.0,9,Liverpool-URU
Uruguayan Primera División,2014.0,10,Cerro-URU
Uruguayan Primera División,2014.0,11,Defensor
Uruguayan Primera División,2014.0,12,Sud América
Uruguayan Primera División,2014.0,13,El Tanque Sisley
Uruguayan Primera División,2014.0,14,Juventud
Uruguayan Primera División,2014.0,15,Cerro Largo
Uruguayan Primera División,2014.0,16,Miramar Misiones
Uruguayan Primera División,2013.0,1,Peñarol
Uruguayan Primera División,2013.0,2,Defensor
Uruguayan Primera División,2013.0,3,Nacional
Uruguayan Primera División,2013.0,4,River Plate-URU
Uruguayan Primera División,2013.0,5,El Tanque Sisley
Uruguayan Primera División,2013.0,6,Montevideo Wanderers
Uruguayan Primera División,2013.0,7,Fenix
Uruguayan Primera División,2013.0,8,Juventud
Uruguayan Primera División,2013.0,9,Racing Montevideo
Uruguayan Primera División,2013.0,10,Cerro-URU
Uruguayan Primera División,2013.0,11,Danubio
Uruguayan Primera División,2013.0,12,Liverpool-URU
Uruguayan Primera División,2013.0,13,Bella Vista
Uruguayan Primera División,2013.0,14,Central Español
Uruguayan Primera División,2013.0,15,Progreso
Uruguayan Primera División,2013.0,16,Cerro Largo
Uruguayan Primera División,2012.0,1,Nacional
Uruguayan Primera División,2012.0,2,Defensor
Uruguayan Primera División,2012.0,3,Peñarol
Uruguayan Primera División,2012.0,4,Cerro Largo
Uruguayan Primera División,2012.0,5,Liverpool-URU
Uruguayan Primera División,2012.0,6,Danubio
Uruguayan Primera División,2012.0,7,River Plate-URU
Uruguayan Primera División,2012.0,8,Montevideo Wanderers
Uruguayan Primera División,2012.0,9,Cerro Largo
Uruguayan Primera División,2012.0,10,Racing Montevideo
Uruguayan Primera División,2012.0,11,El Tanque Sisley
Uruguayan Primera División,2012.0,12,Rampla Juniors
Uruguayan Primera División,2012.0,13,Bella Vista
Uruguayan Primera División,2012.0,14,Fenix
Uruguayan Primera División,2012.0,15,Cerrito
Uruguayan Primera División,2012.0,16,Rentistas
Uruguayan Primera División,2011.0,1,Nacional
Uruguayan Primera División,2011.0,2,Defensor
Uruguayan Primera División,2011.0,3,Peñarol
Uruguayan Primera División,2011.0,4,Fenix
Uruguayan Primera División,2011.0,5,Bella Vista
Uruguayan Primera División,2011.0,6,Cerro Largo
Uruguayan Primera División,2011.0,7,Montevideo Wanderers
Uruguayan Primera División,2011.0,8,Danubio
Uruguayan Primera División,2011.0,9,El Tanque Sisley
Uruguayan Primera División,2011.0,10,Central Español
Uruguayan Primera División,2011.0,11,Liverpool-URU
Uruguayan Primera División,2011.0,12,Racing Montevideo
Uruguayan Primera División,2011.0,13,River Plate-URU
Uruguayan Primera División,2011.0,14,Rampla Juniors
Uruguayan Primera División,2011.0,15,Tacuarembó
Uruguayan Primera División,2011.0,16,Miramar Misiones
Uruguayan Primera División,2010.0,1,Peñarol
Uruguayan Primera División,2010.0,2,Nacional
Uruguayan Primera División,2010.0,3,Liverpool-URU
Uruguayan Primera División,2010.0,4,River Plate-URU
Uruguayan Primera División,2010.0,5,Defensor
Uruguayan Primera División,2010.0,6,Rampla Juniors
Uruguayan Primera División,2010.0,7,Montevideo Wanderers
Uruguayan Primera División,2010.0,8,Cerro Largo
Uruguayan Primera División,2010.0,9,Danubio
Uruguayan Primera División,2010.0,10,Racing Montevideo
Uruguayan Primera División,2010.0,11,Fenix
Uruguayan Primera División,2010.0,12,Central Español
Uruguayan Primera División,2010.0,13,Tacuarembó
Uruguayan Primera División,2010.0,14,Cerrito
Uruguayan Primera División,2010.0,15,Cerro Largo
Uruguayan Primera División,2010.0,16,Atenas
Uruguayan Primera División,2009.0,1,Nacional
Uruguayan Primera División,2009.0,2,Defensor
Uruguayan Primera División,2009.0,3,Cerro Largo
Uruguayan Primera División,2009.0,4,Liverpool-URU
Uruguayan Primera División,2009.0,5,River Plate-URU
Uruguayan Primera División,2009.0,6,Racing Montevideo
Uruguayan Primera División,2009.0,7,Peñarol
Uruguayan Primera División,2009.0,8,Danubio
Uruguayan Primera División,2009.0,9,Montevideo Wanderers
Uruguayan Primera División,2009.0,10,Central Español
Uruguayan Primera División,2009.0,11,Tacuarembó
Uruguayan Primera División,2009.0,12,Cerro Largo
Uruguayan Primera División,2009.0,13,Bella Vista
Uruguayan Primera División,2009.0,14,Rampla Juniors
Uruguayan Primera División,2009.0,15,Juventud
Uruguayan Primera División,2009.0,16,Villa Española
Uruguayan Primera División,2008.0,1,Defensor
Uruguayan Primera División,2008.0,2,River Plate-URU
Uruguayan Primera División,2008.0,3,Nacional
Uruguayan Primera División,2008.0,4,Peñarol
Uruguayan Primera División,2008.0,5,Rampla Juniors
Uruguayan Primera División,2008.0,6,Danubio
Uruguayan Primera División,2008.0,7,Montevideo Wanderers
Uruguayan Primera División,2008.0,8,Liverpool-URU
Uruguayan Primera División,2008.0,9,Juventud
Uruguayan Primera División,2008.0,10,Cerro-URU
Uruguayan Primera División,2008.0,11,Tacuarembó
Uruguayan Primera División,2008.0,12,Fenix
Uruguayan Primera División,2008.0,13,Central Español
Uruguayan Primera División,2008.0,14,Progreso
Uruguayan Primera División,2008.0,15,Miramar Misiones
Uruguayan Primera División,2008.0,16,Bella Vista
Uruguayan Primera División,2007.0,1,Danubio
Uruguayan Primera División,2007.0,2,Peñarol
Uruguayan Primera División,2007.0,3,Defensor
Uruguayan Primera División,2007.0,4,Montevideo Wanderers
Uruguayan Primera División,2007.0,5,Bella Vista
Uruguayan Primera División,2007.0,6,Nacional
Uruguayan Primera División,2007.0,7,Liverpool-URU
Uruguayan Primera División,2007.0,8,Tacuarembó
Uruguayan Primera División,2007.0,9,River Plate-URU
Uruguayan Primera División,2007.0,10,Miramar Misiones
Uruguayan Primera División,2007.0,11,Central Español
Uruguayan Primera División,2007.0,12,Rampla Juniors
Uruguayan Primera División,2007.0,13,Progreso
Uruguayan Primera División,2007.0,14,Rocha
Uruguayan Primera División,2007.0,15,Cerrito
Uruguayan Primera División,2007.0,16,Rentistas
Uruguayan Primera División,2006.0,1,Nacional
Uruguayan Primera División,2006.0,2,Rocha
Uruguayan Primera División,2006.0,3,Defensor
Uruguayan Primera División,2006.0,4,Danubio
Uruguayan Primera División,2006.0,5,Central Español
Uruguayan Primera División,2006.0,6,Rentistas
Uruguayan Primera División,2006.0,7,Cerrito
Uruguayan Primera División,2006.0,8,Liverpool-URU
Uruguayan Primera División,2006.0,9,Rocha
Uruguayan Primera División,2006.0,10,River Plate-URU
Uruguayan Primera División,2006.0,11,Bella Vista
Uruguayan Primera División,2006.0,12,Cerro-URU
Uruguayan Primera División,2006.0,13,Deportivo Colonia
Uruguayan Primera División,2006.0,14,Montevideo Wanderers
Uruguayan Primera División,2006.0,15,Tacuarembó
Uruguayan Primera División,2006.0,16,Peñarol
Uruguayan Primera División,2006.0,17,Miramar Misiones
Uruguayan Primera División,2005.0,1,Nacional
Uruguayan Primera División,2005.0,2,Defensor
Uruguayan Primera División,2005.0,3,Peñarol
Uruguayan Primera División,2005.0,4,Danubio
Uruguayan Primera División,2005.0,5,Rocha
Uruguayan Primera División,2005.0,6,Liverpool-URU
Uruguayan Primera División,2005.0,7,Rentistas
Uruguayan Primera División,2005.0,8,Miramar Misiones
Uruguayan Primera División,2005.0,9,Montevideo Wanderers
Uruguayan Primera División,2005.0,10,River Plate-URU
Uruguayan Primera División,2005.0,11,Cerrito
Uruguayan Primera División,2005.0,12,Tacuarembó
Uruguayan Primera División,2005.0,13,Fenix
Uruguayan Primera División,2005.0,14,Paysandú Bella Vista
Uruguayan Primera División,2005.0,15,Rampla Juniors
Uruguayan Primera División,2005.0,16,Plaza Colonia
Uruguayan Primera División,2005.0,17,Cerro-URU
Uruguayan Primera División,2005.0,18,Deportivo Colonia
Uruguayan Primera División,2004.0,1,Danubio
Uruguayan Primera División,2004.0,2,Nacional
Uruguayan Primera División,2004.0,3,Defensor
Uruguayan Primera División,2004.0,4,Peñarol
Uruguayan Primera División,2004.0,5,Liverpool-URU
Uruguayan Primera División,2004.0,6,Rentistas
Uruguayan Primera División,2004.0,7,Montevideo Wanderers
Uruguayan Primera División,2004.0,8,Cerrito
Uruguayan Primera División,2004.0,9,Fenix
Uruguayan Primera División,2004.0,10,Plaza Colonia
Uruguayan Primera División,2004.0,11,Tacuarembó
Uruguayan Primera División,2004.0,12,Miramar Misiones
Uruguayan Primera División,2004.0,13,Deportivo Colonia
Uruguayan Primera División,2004.0,14,Rocha
Uruguayan Primera División,2004.0,15,Cerro-URU
Uruguayan Primera División,2004.0,16,Central Español
Uruguayan Primera División,2004.0,17,Bella Vista
Uruguayan Primera División,2004.0,18,Deportivo Maldonado
Uruguayan Primera División,2003.0,1,Peñarol
Uruguayan Primera División,2003.0,2,Nacional
Uruguayan Primera División,2003.0,3,Danubio
Uruguayan Primera División,2003.0,4,Fenix
Uruguayan Primera División,2003.0,5,Liverpool-URU
Uruguayan Primera División,2003.0,6,Defensor
Uruguayan Primera División,2003.0,7,Cerro-URU
Uruguayan Primera División,2003.0,8,Montevideo Wanderers
Uruguayan Primera División,2003.0,9,Deportivo Maldonado
Uruguayan Primera División,2003.0,10,Miramar Misiones
Uruguayan Primera División,2003.0,11,Bella Vista
Uruguayan Primera División,2003.0,12,Central Español
Uruguayan Primera División,2003.0,13,River Plate-URU
Uruguayan Primera División,2003.0,14,Tacuarembó
Uruguayan Primera División,2003.0,15,Villa Española
Uruguayan Primera División,2003.0,16,Plaza Colonia
Uruguayan Primera División,2003.0,17,Juventud
Uruguayan Primera División,2002.0,1,Nacional
Uruguayan Primera División,2002.0,2,Danubio
Uruguayan Primera División,2002.0,3,Peñarol
Uruguayan Primera División,2002.0,4,Fenix
Uruguayan Primera División,2002.0,5,Defensor
Uruguayan Primera División,2002.0,6,Plaza Colonia
Uruguayan Primera División,2002.0,7,Deportivo Maldonado
Uruguayan Primera División,2002.0,8,Montevideo Wanderers
Uruguayan Primera División,2002.0,9,Central Español
Uruguayan Primera División,2002.0,10,Villa Española
Uruguayan Primera División,2002.0,11,River Plate-URU
Uruguayan Primera División,2002.0,12,Tacuarembó
Uruguayan Primera División,2002.0,13,Cerro-URU
Uruguayan Primera División,2002.0,14,Bella Vista
Uruguayan Primera División,2002.0,15,Racing Montevideo
Uruguayan Primera División,2002.0,16,Juventud
Uruguayan Primera División,2002.0,17,Progreso
Uruguayan Primera División,2002.0,18,Paysandú Bella Vista
Uruguayan Primera División,2001.0,1,Nacional
Uruguayan Primera División,2001.0,2,Danubio
Uruguayan Primera División,2001.0,3,Peñarol
Uruguayan Primera División,2001.0,4,Defensor
Uruguayan Primera División,2001.0,5,Montevideo Wanderers
Uruguayan Primera División,2001.0,6,Fenix
Uruguayan Primera División,2001.0,7,Bella Vista
Uruguayan Primera División,2001.0,8,Tacuarembó
Uruguayan Primera División,2001.0,9,Juventud
Uruguayan Primera División,2001.0,10,Paysandú Bella Vista
Uruguayan Primera División,2001.0,11,Central Español
Uruguayan Primera División,2001.0,12,Cerro-URU
Uruguayan Primera División,2001.0,13,River Plate-URU
Uruguayan Primera División,2001.0,14,Deportivo Maldonado
Uruguayan Primera División,2001.0,15,Racing Montevideo
Uruguayan Primera División,2001.0,16,Rentistas
Uruguayan Primera División,2001.0,17,Rocha
Uruguayan Primera División,2001.0,18,Huracán Buceo
Uruguayan Primera División,2000.0,1,Nacional
Uruguayan Primera División,2000.0,2,Peñarol
Uruguayan Primera División,2000.0,3,Defensor
Uruguayan Primera División,2000.0,4,Danubio
Uruguayan Primera División,2000.0,5,Cerro-URU
Uruguayan Primera División,2000.0,6,Tacuarembó
Uruguayan Primera División,2000.0,7,Rentistas
Uruguayan Primera División,2000.0,8,Bella Vista
Uruguayan Primera División,2000.0,9,River Plate-URU
Uruguayan Primera División,2000.0,10,Racing Montevideo
Uruguayan Primera División,2000.0,11,Deportivo Maldonado
Uruguayan Primera División,2000.0,12,Juventud
Uruguayan Primera División,2000.0,13,Paysandú Bella Vista
Uruguayan Primera División,2000.0,14,Rocha
Uruguayan Primera División,2000.0,15,Liverpool-URU
Uruguayan Primera División,2000.0,16,Frontera Rivera
Uruguayan Primera División,2000.0,17,Huracán Buceo
Uruguayan Primera División,2000.0,18,Villa Española
Uruguayan Primera División,1999.0,1,Peñarol
Uruguayan Primera División,1999.0,2,Nacional
Uruguayan Primera División,1999.0,3,Defensor
Uruguayan Primera División,1999.0,4,Danubio
Uruguayan Primera División,1999.0,5,Bella Vista
Uruguayan Primera División,1999.0,6,Huracán Buceo
Uruguayan Primera División,1999.0,7,Cerro-URU
Uruguayan Primera División,1999.0,8,River Plate-URU
Uruguayan Primera División,1999.0,9,Frontera Rivera
Uruguayan Primera División,1999.0,10,Deportivo Maldonado
Uruguayan Primera División,1999.0,11,Liverpool-URU
Uruguayan Primera División,1999.0,12,Paysandú Bella Vista
Uruguayan Primera División,1999.0,13,Rampla Juniors
Uruguayan Primera División,1999.0,14,Rentistas
Uruguayan Primera División,1999.0,15,Tacuarembó
Uruguayan Primera División,1998.0,1,Nacional
Uruguayan Primera División,1998.0,2,Peñarol
Uruguayan Primera División,1998.0,3,Bella Vista
Uruguayan Primera División,1998.0,4,Rentistas
Uruguayan Primera División,1998.0,5,River Plate-URU
Uruguayan Primera División,1998.0,6,Danubio
Uruguayan Primera División,1998.0,7,Defensor
Uruguayan Primera División,1998.0,8,Rampla Juniors
Uruguayan Primera División,1998.0,9,Villa Española
Uruguayan Primera División,1998.0,10,Huracán Buceo
Uruguayan Primera División,1998.0,11,Liverpool-URU
Uruguayan Primera División,1998.0,12,Montevideo Wanderers
Uruguayan Primera División,1997.0,1,Peñarol
Uruguayan Primera División,1997.0,2,Defensor
Uruguayan Primera División,1997.0,3,River Plate-URU
Uruguayan Primera División,1997.0,4,Nacional
Uruguayan Primera División,1997.0,5,Liverpool-URU
Uruguayan Primera División,1997.0,6,Huracán Buceo
Uruguayan Primera División,1997.0,7,Montevideo Wanderers
Uruguayan Primera División,1997.0,8,Rampla Juniors
Uruguayan Primera División,1997.0,9,Cerro-URU
Uruguayan Primera División,1997.0,10,Rentistas
Uruguayan Primera División,1997.0,11,Racing Montevideo
Uruguayan Primera División,1997.0,12,Danubio
Uruguayan Primera División,1996.0,1,Peñarol
Uruguayan Primera División,1996.0,2,Nacional
Uruguayan Primera División,1996.0,3,Defensor
Uruguayan Primera División,1996.0,4,Danubio
Uruguayan Primera División,1996.0,5,Huracán Buceo
Uruguayan Primera División,1996.0,6,Rampla Juniors
Uruguayan Primera División,1996.0,7,Montevideo Wanderers
Uruguayan Primera División,1996.0,8,River Plate-URU
Uruguayan Primera División,1996.0,9,Liverpool-URU
Uruguayan Primera División,1996.0,10,Cerro-URU
Uruguayan Primera División,1996.0,11,Central Español
Uruguayan Primera División,1996.0,12,Sud América
Uruguayan Primera División,1995.0,1,Peñarol
Uruguayan Primera División,1995.0,2,Nacional
Uruguayan Primera División,1995.0,3,Liverpool-URU
Uruguayan Primera División,1995.0,4,Defensor
Uruguayan Primera División,1995.0,5,River Plate-URU
Uruguayan Primera División,1995.0,6,Montevideo Wanderers
Uruguayan Primera División,1995.0,7,Central Español
Uruguayan Primera División,1995.0,8,Danubio
Uruguayan Primera División,1995.0,9,Rampla Juniors
Uruguayan Primera División,1995.0,10,Cerro-URU
Uruguayan Primera División,1995.0,11,Sud América
Uruguayan Primera División,1995.0,12,Progreso
Uruguayan Primera División,1995.0,13,Basáñez
Uruguayan Primera División,1994.0,1,Peñarol
Uruguayan Primera División,1994.0,2,Defensor
Uruguayan Primera División,1994.0,3,Nacional
Uruguayan Primera División,1994.0,4,Cerro-URU
Uruguayan Primera División,1994.0,5,Montevideo Wanderers
Uruguayan Primera División,1994.0,6,Basáñez
Uruguayan Primera División,1994.0,7,River Plate-URU
Uruguayan Primera División,1994.0,8,Liverpool-URU
Uruguayan Primera División,1994.0,9,Central Español
Uruguayan Primera División,1994.0,10,Rampla Juniors
Uruguayan Primera División,1994.0,11,Danubio
Uruguayan Primera División,1994.0,12,Progreso
Uruguayan Primera División,1994.0,13,Bella Vista
Uruguayan Primera División,1993.0,1,Peñarol
Uruguayan Primera División,1993.0,2,Defensor
Uruguayan Primera División,1993.0,3,Danubio
Uruguayan Primera División,1993.0,4,Nacional
Uruguayan Primera División,1993.0,5,Progreso
Uruguayan Primera División,1993.0,6,Cerro-URU
Uruguayan Primera División,1993.0,7,Montevideo Wanderers
Uruguayan Primera División,1993.0,8,Rampla Juniors
Uruguayan Primera División,1993.0,9,Liverpool-URU
Uruguayan Primera División,1993.0,10,River Plate-URU
Uruguayan Primera División,1993.0,11,Bella Vista
Uruguayan Primera División,1993.0,12,Huracán Buceo
Uruguayan Primera División,1993.0,13,Racing Montevideo
Uruguayan Primera División,1992.0,1,Nacional
Uruguayan Primera División,1992.0,2,River Plate-URU
Uruguayan Primera División,1992.0,3,Danubio
Uruguayan Primera División,1992.0,4,Peñarol
Uruguayan Primera División,1992.0,5,Bella Vista
Uruguayan Primera División,1992.0,6,Defensor
Uruguayan Primera División,1992.0,7,Montevideo Wanderers
Uruguayan Primera División,1992.0,8,Racing Montevideo
Uruguayan Primera División,1992.0,9,Progreso
Uruguayan Primera División,1992.0,10,Liverpool-URU
Uruguayan Primera División,1992.0,11,Cerro-URU
Uruguayan Primera División,1992.0,12,Rentistas
Uruguayan Primera División,1992.0,13,Central Español
Uruguayan Primera División,1991.0,1,Defensor
Uruguayan Primera División,1991.0,2,Nacional
Uruguayan Primera División,1991.0,3,Montevideo Wanderers
Uruguayan Primera División,1991.0,4,Peñarol
Uruguayan Primera División,1991.0,5,Danubio
Uruguayan Primera División,1991.0,6,Central Español
Uruguayan Primera División,1991.0,7,Cerro-URU
Uruguayan Primera División,1991.0,8,Liverpool-URU
Uruguayan Primera División,1991.0,9,Huracán Buceo
Uruguayan Primera División,1991.0,10,Racing Montevideo
Uruguayan Primera División,1991.0,11,Bella Vista
Uruguayan Primera División,1991.0,12,Progreso
Uruguayan Primera División,1991.0,13,Rentistas
Uruguayan Primera División,1991.0,14,El Tanque Sisley
Uruguayan Primera División,1990.0,1,Bella Vista
Uruguayan Primera División,1990.0,2,Nacional
Uruguayan Primera División,1990.0,3,Peñarol
Uruguayan Primera División,1990.0,4,Central Español
Uruguayan Primera División,1990.0,5,Racing Montevideo
Uruguayan Primera División,1990.0,6,Danubio
Uruguayan Primera División,1990.0,7,Liverpool-URU
Uruguayan Primera División,1990.0,8,Defensor
Uruguayan Primera División,1990.0,9,Rentistas
Uruguayan Primera División,1990.0,10,Montevideo Wanderers
Uruguayan Primera División,1990.0,11,Progreso
Uruguayan Primera División,1990.0,12,Cerro-URU
Uruguayan Primera División,1990.0,13,River Plate-URU
Uruguayan Primera División,1990.0,14,Huracán Buceo
Uruguayan Primera División,1989.0,1,Progreso
Uruguayan Primera División,1989.0,2,Nacional
Uruguayan Primera División,1989.0,3,Peñarol
Uruguayan Primera División,1989.0,4,Cerro-URU
Uruguayan Primera División,1989.0,5,Bella Vista
Uruguayan Primera División,1989.0,6,Defensor
Uruguayan Primera División,1989.0,7,Danubio
Uruguayan Primera División,1989.0,8,Montevideo Wanderers
Uruguayan Primera División,1989.0,9,Rentistas
Uruguayan Primera División,1989.0,10,Huracán Buceo
Uruguayan Primera División,1989.0,11,Liverpool-URU
Uruguayan Primera División,1989.0,12,Central Español
Uruguayan Primera División,1989.0,13,River Plate-URU
Uruguayan Primera División,1988.0,1,Danubio
Uruguayan Primera División,1988.0,2,Peñarol
Uruguayan Primera División,1988.0,3,Defensor
Uruguayan Primera División,1988.0,4,Huracán Buceo
Uruguayan Primera División,1988.0,5,Liverpool-URU
Uruguayan Primera División,1988.0,6,Montevideo Wanderers
Uruguayan Primera División,1988.0,7,Nacional
Uruguayan Primera División,1988.0,8,Cerro-URU
Uruguayan Primera División,1988.0,9,Central Español
Uruguayan Primera División,1988.0,10,River Plate-URU
Uruguayan Primera División,1988.0,11,Bella Vista
Uruguayan Primera División,1988.0,12,Miramar Misiones
Uruguayan Primera División,1988.0,13,Progreso
Uruguayan Primera División,1987.0,1,Defensor
Uruguayan Primera División,1987.0,2,Nacional
Uruguayan Primera División,1987.0,3,Bella Vista
Uruguayan Primera División,1987.0,4,River Plate-URU
Uruguayan Primera División,1987.0,5,Montevideo Wanderers
Uruguayan Primera División,1987.0,6,Danubio
Uruguayan Primera División,1987.0,7,Progreso
Uruguayan Primera División,1987.0,8,Peñarol
Uruguayan Primera División,1987.0,9,Cerro-URU
Uruguayan Primera División,1987.0,10,Central Español
Uruguayan Primera División,1987.0,11,Miramar Misiones
Uruguayan Primera División,1987.0,12,Huracán Buceo
Uruguayan Primera División,1987.0,13,Rampla Juniors
Uruguayan Primera División,1986.0,1,Peñarol
Uruguayan Primera División,1986.0,2,Nacional
Uruguayan Primera División,1986.0,3,Central Español
Uruguayan Primera División,1986.0,4,Montevideo Wanderers
Uruguayan Primera División,1986.0,5,Bella Vista
Uruguayan Primera División,1986.0,6,Progreso
Uruguayan Primera División,1986.0,7,Huracán Buceo
Uruguayan Primera División,1986.0,8,Defensor
Uruguayan Primera División,1986.0,9,Danubio
Uruguayan Primera División,1986.0,10,Cerro-URU
Uruguayan Primera División,1986.0,11,Rampla Juniors
Uruguayan Primera División,1986.0,12,Fenix
Uruguayan Primera División,1986.0,13,River Plate-URU
Uruguayan Primera División,1985.0,1,Peñarol
Uruguayan Primera División,1985.0,2,Montevideo Wanderers
Uruguayan Primera División,1985.0,3,Cerro-URU
Uruguayan Primera División,1985.0,4,River Plate-URU
Uruguayan Primera División,1985.0,5,Nacional
Uruguayan Primera División,1985.0,6,Progreso
Uruguayan Primera División,1985.0,7,Rampla Juniors
Uruguayan Primera División,1985.0,8,Central Español
Uruguayan Primera División,1985.0,9,Sud América
Uruguayan Primera División,1985.0,10,Huracán Buceo
Uruguayan Primera División,1985.0,11,Danubio
Uruguayan Primera División,1985.0,12,Defensor
Uruguayan Primera División,1985.0,13,Bella Vista
Uruguayan Primera División,1984.0,1,Central Español
Uruguayan Primera División,1984.0,2,Peñarol
Uruguayan Primera División,1984.0,3,Nacional
Uruguayan Primera División,1984.0,4,Danubio
Uruguayan Primera División,1984.0,5,Bella Vista
Uruguayan Primera División,1984.0,6,Montevideo Wanderers
Uruguayan Primera División,1984.0,7,Defensor
Uruguayan Primera División,1984.0,8,Rampla Juniors
Uruguayan Primera División,1984.0,9,Progreso
Uruguayan Primera División,1984.0,10,Huracán Buceo
Uruguayan Primera División,1984.0,11,Sud América
Uruguayan Primera División,1984.0,12,Cerro-URU
Uruguayan Primera División,1984.0,13,Miramar Misiones
Uruguayan Primera División,1983.0,1,Nacional
Uruguayan Primera División,1983.0,2,Danubio
Uruguayan Primera División,1983.0,3,Defensor
Uruguayan Primera División,1983.0,4,Bella Vista
Uruguayan Primera División,1983.0,5,Montevideo Wanderers
Uruguayan Primera División,1983.0,6,Progreso
Uruguayan Primera División,1983.0,7,Peñarol
Uruguayan Primera División,1983.0,8,Cerro-URU
Uruguayan Primera División,1983.0,9,Sud América
Uruguayan Primera División,1983.0,10,Miramar Misiones
Uruguayan Primera División,1983.0,11,Huracán Buceo
Uruguayan Primera División,1983.0,12,Rampla Juniors
Uruguayan Primera División,1983.0,13,River Plate-URU
Uruguayan Primera División,1982.0,1,Peñarol
Uruguayan Primera División,1982.0,2,Nacional
Uruguayan Primera División,1982.0,3,Defensor
Uruguayan Primera División,1982.0,4,Bella Vista
Uruguayan Primera División,1982.0,5,Montevideo Wanderers
Uruguayan Primera División,1982.0,6,Sud América
Uruguayan Primera División,1982.0,7,Danubio
Uruguayan Primera División,1982.0,8,Progreso
Uruguayan Primera División,1982.0,9,Rampla Juniors
Uruguayan Primera División,1982.0,10,Cerro-URU
Uruguayan Primera División,1982.0,11,Liverpool-URU
Uruguayan Primera División,1982.0,12,Miramar Misiones
Uruguayan Primera División,1982.0,13,River Plate-URU
Uruguayan Primera División,1982.0,14,Huracán Buceo
Uruguayan Primera División,1981.0,1,Peñarol
Uruguayan Primera División,1981.0,2,Nacional
Uruguayan Primera División,1981.0,3,Montevideo Wanderers
Uruguayan Primera División,1981.0,4,Bella Vista
Uruguayan Primera División,1981.0,5,River Plate-URU
Uruguayan Primera División,1981.0,6,Defensor
Uruguayan Primera División,1981.0,7,Miramar Misiones
Uruguayan Primera División,1981.0,8,Huracán Buceo
Uruguayan Primera División,1981.0,9,Cerro-URU
Uruguayan Primera División,1981.0,10,Rampla Juniors
Uruguayan Primera División,1981.0,11,Liverpool-URU
Uruguayan Primera División,1981.0,12,Danubio
Uruguayan Primera División,1981.0,13,Progreso
Uruguayan Primera División,1981.0,14,Sud América
Uruguayan Primera División,1981.0,15,Fenix
Uruguayan Primera División,1980.0,1,Nacional
Uruguayan Primera División,1980.0,2,Montevideo Wanderers
Uruguayan Primera División,1980.0,3,Peñarol
Uruguayan Primera División,1980.0,4,Bella Vista
Uruguayan Primera División,1980.0,5,Defensor
