League,Year,Pos,Team
Categoría Primera A,1950.0,6,Bucaramanga
Categoría Primera A,1950.0,7,Boca Juniors de Cali
Categoría Primera A,1950.0,8,Santa Fé
Categoría Primera A,1950.0,9,Junior
Categoría Primera A,1950.0,10,América de Cali
Categoría Primera A,1950.0,11,Sporting de Barranquilla
Categoría Primera A,1950.0,12,Universidad Colombia
Categoría Primera A,1950.0,13,Deportivo Pereira
Categoría Primera A,1950.0,14,Huracán Medellín
Categoría Primera A,1950.0,15,Atlético Nacional
Categoría Primera A,1950.0,16,Once Deportivo
Categoría Primera A,1949.0,1,Millonarios
Categoría Primera A,1949.0,2,Deportivo Cali
Categoría Primera A,1949.0,3,Santa Fé
Categoría Primera A,1949.0,4,Deportes Caldas
Categoría Primera A,1949.0,5,I. Medellín
Categoría Primera A,1949.0,6,Universidad Colombia
Categoría Primera A,1949.0,7,Atlético Nacional
Categoría Primera A,1949.0,8,Boca Juniors de Cali
Categoría Primera A,1949.0,9,Once Deportivo
Categoría Primera A,1949.0,10,América de Cali
Categoría Primera A,1949.0,11,Bucaramanga
Categoría Primera A,1949.0,12,Huracán Medellín
Categoría Primera A,1949.0,13,Junior
Categoría Primera A,1949.0,14,Deportivo Pereira
Categoría Primera A,1948.0,1,Santa Fé
Categoría Primera A,1948.0,2,Junior
Categoría Primera A,1948.0,3,Deportes Caldas
Categoría Primera A,1948.0,4,Millonarios
Categoría Primera A,1948.0,5,América de Cali
Categoría Primera A,1948.0,6,Atlético Nacional
Categoría Primera A,1948.0,7,I. Medellín
Categoría Primera A,1948.0,8,Deportivo Cali
Categoría Primera A,1948.0,9,Once Deportivo
Categoría Primera A,1948.0,10,Universidad Colombia
Venezuelan Primera División,2023.0,1,Deportivo Táchira
Venezuelan Primera División,2023.0,2,Caracas
Venezuelan Primera División,2023.0,3,Portuguesa-VEN
Venezuelan Primera División,2023.0,4,Puerto Cabello
Venezuelan Primera División,2023.0,5,Carabobo
Venezuelan Primera División,2023.0,6,La Guaira
Venezuelan Primera División,2023.0,7,Metropolitanos
Venezuelan Primera División,2023.0,8,Rayo Zuliano
Venezuelan Primera División,2023.0,9,Estudiantes de Mérida
Venezuelan Primera División,2023.0,10,Monagas
Venezuelan Primera División,2023.0,11,Angostura
Venezuelan Primera División,2023.0,12,Zamora
Venezuelan Primera División,2023.0,13,Univ. Central de Venezuela
Venezuelan Primera División,2023.0,14,Hermanos Colmenarez
Venezuelan Primera División,2023.0,15,Mineros
Venezuelan Primera División,2022.0,1,Metropolitanos
Venezuelan Primera División,2022.0,2,Monagas
Venezuelan Primera División,2022.0,3,Carabobo
Venezuelan Primera División,2022.0,4,Zamora
Venezuelan Primera División,2022.0,5,Estudiantes de Mérida
Venezuelan Primera División,2022.0,6,Deportivo Táchira
Venezuelan Primera División,2022.0,7,Caracas
Venezuelan Primera División,2022.0,8,Puerto Cabello
Venezuelan Primera División,2022.0,9,Deportivo Lara
Venezuelan Primera División,2022.0,10,Hermanos Colmenarez
Venezuelan Primera División,2022.0,11,La Guaira
Venezuelan Primera División,2022.0,12,Portuguesa-VEN
Venezuelan Primera División,2022.0,13,Mineros
Venezuelan Primera División,2022.0,14,Zulia
Venezuelan Primera División,2022.0,15,Univ. Central de Venezuela
Venezuelan Primera División,2022.0,16,Aragua
Venezuelan Primera División,2021.0,1,Deportivo Táchira
Venezuelan Primera División,2021.0,2,Caracas
Venezuelan Primera División,2021.0,3,Monagas
Venezuelan Primera División,2021.0,4,Deportivo Lara
Venezuelan Primera División,2021.0,5,La Guaira
Venezuelan Primera División,2021.0,6,Estudiantes de Mérida
Venezuelan Primera División,2021.0,7,Metropolitanos
Venezuelan Primera División,2021.0,8,Hermanos Colmenarez
Venezuelan Primera División,2021.0,9,Portuguesa-VEN
Venezuelan Primera División,2021.0,10,Aragua
Venezuelan Primera División,2021.0,11,Puerto Cabello
Venezuelan Primera División,2021.0,12,Atlético Venezuela
Venezuelan Primera División,2020.0,1,La Guaira
Venezuelan Primera División,2020.0,2,Deportivo Táchira
Venezuelan Primera División,2019.0,1,Caracas
Venezuelan Primera División,2019.0,2,Estudiantes de Mérida
Venezuelan Primera División,2019.0,3,Deportivo Táchira
Venezuelan Primera División,2019.0,4,Carabobo
Venezuelan Primera División,2019.0,5,Mineros
Venezuelan Primera División,2019.0,6,Aragua
Venezuelan Primera División,2019.0,7,La Guaira
Venezuelan Primera División,2019.0,8,Metropolitanos
Venezuelan Primera División,2019.0,9,Zamora
Venezuelan Primera División,2019.0,10,Deportivo Lara
Venezuelan Primera División,2019.0,11,Zulia
Venezuelan Primera División,2019.0,12,Puerto Cabello
Venezuelan Primera División,2019.0,13,Atlético Venezuela
Venezuelan Primera División,2019.0,14,Monagas
Venezuelan Primera División,2019.0,15,Portuguesa-VEN
Venezuelan Primera División,2019.0,16,Llaneros
Venezuelan Primera División,2019.0,17,Trujillanos
Venezuelan Primera División,2019.0,18,Lala
Venezuelan Primera División,2019.0,19,Estudiantes Caracas
Venezuelan Primera División,2019.0,20,Deportivo Anzoátegui
Venezuelan Primera División,2018.0,1,Zamora
Venezuelan Primera División,2018.0,2,Deportivo Lara
Venezuelan Primera División,2018.0,3,Caracas
Venezuelan Primera División,2018.0,4,La Guaira
Venezuelan Primera División,2018.0,5,Mineros
Venezuelan Primera División,2018.0,6,Estudiantes de Mérida
Venezuelan Primera División,2018.0,7,Deportivo Táchira
Venezuelan Primera División,2018.0,8,Monagas
Venezuelan Primera División,2018.0,9,Carabobo
Venezuelan Primera División,2018.0,10,Trujillanos
Venezuelan Primera División,2018.0,11,Zulia
Venezuelan Primera División,2018.0,12,Atlético Venezuela
Venezuelan Primera División,2018.0,13,Aragua
Venezuelan Primera División,2018.0,14,Puerto Cabello
Venezuelan Primera División,2018.0,15,Estudiantes Caracas
Venezuelan Primera División,2018.0,16,Portuguesa-VEN
Venezuelan Primera División,2018.0,17,Metropolitanos
Venezuelan Primera División,2018.0,18,Deportivo Anzoátegui
Venezuelan Primera División,2017.0,1,Monagas
Venezuelan Primera División,2017.0,2,Deportivo Lara
Venezuelan Primera División,2017.0,3,Carabobo
Venezuelan Primera División,2017.0,4,Deportivo Táchira
Venezuelan Primera División,2017.0,5,Mineros
Venezuelan Primera División,2017.0,6,Zamora
Venezuelan Primera División,2017.0,7,Caracas
Venezuelan Primera División,2017.0,8,La Guaira
Venezuelan Primera División,2017.0,9,Estudiantes de Mérida
Venezuelan Primera División,2017.0,10,Zulia
Venezuelan Primera División,2017.0,11,Trujillanos
Venezuelan Primera División,2017.0,12,Anzoátegui
Venezuelan Primera División,2017.0,13,Aragua
Venezuelan Primera División,2017.0,14,Portuguesa-VEN
Venezuelan Primera División,2017.0,15,Metropolitanos
Venezuelan Primera División,2016.0,1,Zamora
Venezuelan Primera División,2016.0,2,Zulia
Venezuelan Primera División,2016.0,3,Carabobo
Venezuelan Primera División,2016.0,4,Deportivo Táchira
Venezuelan Primera División,2016.0,5,Caracas
Venezuelan Primera División,2016.0,6,Anzoátegui
Venezuelan Primera División,2016.0,7,La Guaira
Venezuelan Primera División,2016.0,8,Deportivo Lara
Venezuelan Primera División,2016.0,9,Atlético Venezuela
Venezuelan Primera División,2016.0,10,Mineros
Venezuelan Primera División,2016.0,11,Aragua
Venezuelan Primera División,2016.0,12,Monagas
Venezuelan Primera División,2016.0,13,Estudiantes de Mérida
Venezuelan Primera División,2016.0,14,Trujillanos
Venezuelan Primera División,2015.0,1,Deportivo Táchira
Venezuelan Primera División,2015.0,2,Trujillanos
Venezuelan Primera División,2014.0,1,Zamora
Venezuelan Primera División,2014.0,2,Mineros
Venezuelan Primera División,2014.0,3,Deportivo Táchira
Venezuelan Primera División,2014.0,4,Caracas
Venezuelan Primera División,2014.0,5,Anzoátegui
Venezuelan Primera División,2014.0,6,Trujillanos
Venezuelan Primera División,2014.0,7,Tucanes
Venezuelan Primera División,2014.0,8,Carabobo
Venezuelan Primera División,2014.0,9,Atlético Venezuela
Venezuelan Primera División,2014.0,10,Aragua
Venezuelan Primera División,2014.0,11,La Guaira
Venezuelan Primera División,2014.0,12,Deportivo Petare
Venezuelan Primera División,2014.0,13,Zulia
Venezuelan Primera División,2014.0,14,Llaneros
Venezuelan Primera División,2013.0,1,Zamora
Venezuelan Primera División,2013.0,2,Anzoátegui
Venezuelan Primera División,2013.0,3,Caracas
Venezuelan Primera División,2013.0,4,Deportivo Lara
Venezuelan Primera División,2013.0,5,Trujillanos
Venezuelan Primera División,2013.0,6,Mineros
Venezuelan Primera División,2013.0,7,Llaneros
Venezuelan Primera División,2013.0,8,Atlético Venezuela
Venezuelan Primera División,2013.0,9,Deportivo Táchira
Venezuelan Primera División,2013.0,10,Aragua
Venezuelan Primera División,2012.0,1,Deportivo Lara
Venezuelan Primera División,2012.0,2,Caracas
Venezuelan Primera División,2012.0,3,Anzoátegui
Venezuelan Primera División,2012.0,4,Mineros
Venezuelan Primera División,2012.0,5,Zulia
Venezuelan Primera División,2012.0,6,Deportivo Petare
Venezuelan Primera División,2012.0,7,Zamora
Venezuelan Primera División,2012.0,8,Yaracuyanos
Venezuelan Primera División,2012.0,9,Aragua
Venezuelan Primera División,2012.0,10,Trujillanos
Venezuelan Primera División,2012.0,11,Monagas
Venezuelan Primera División,2012.0,12,Deportivo Táchira
Venezuelan Primera División,2012.0,13,Llaneros
Venezuelan Primera División,2011.0,1,Deportivo Táchira
Venezuelan Primera División,2011.0,2,Zamora
Venezuelan Primera División,2011.0,3,Caracas
Venezuelan Primera División,2011.0,4,Real Esppor
Venezuelan Primera División,2011.0,5,Deportivo Petare
Venezuelan Primera División,2011.0,6,Anzoátegui
Venezuelan Primera División,2011.0,7,Trujillanos
Venezuelan Primera División,2011.0,8,Aragua
Venezuelan Primera División,2011.0,9,Yaracuyanos
Venezuelan Primera División,2011.0,10,Mineros
Venezuelan Primera División,2011.0,11,Monagas
Venezuelan Primera División,2011.0,12,Carabobo
Venezuelan Primera División,2011.0,13,Deportivo Lara
Venezuelan Primera División,2011.0,14,Zulia
Venezuelan Primera División,2010.0,1,Caracas
Venezuelan Primera División,2010.0,2,Deportivo Táchira
Venezuelan Primera División,2009.0,1,Caracas
Venezuelan Primera División,2009.0,2,Deportivo Italia
Venezuelan Primera División,2008.0,1,Deportivo Táchira
Venezuelan Primera División,2008.0,2,Caracas
Venezuelan Primera División,2007.0,1,Caracas
Venezuelan Primera División,2007.0,2,Maracaibo
Venezuelan Primera División,2006.0,1,Caracas
Venezuelan Primera División,2006.0,2,Maracaibo
Venezuelan Primera División,2005.0,1,Maracaibo
Venezuelan Primera División,2005.0,2,Caracas
Venezuelan Primera División,2004.0,1,Caracas
Venezuelan Primera División,2004.0,2,Deportivo Táchira
Venezuelan Primera División,2003.0,1,Caracas
Venezuelan Primera División,2003.0,2,Maracaibo
Venezuelan Primera División,2002.0,1,Nacional Táchira
Venezuelan Primera División,2002.0,2,Estudiantes de Mérida
Venezuelan Primera División,2001.0,1,Caracas
Venezuelan Primera División,2001.0,2,Trujillanos
Venezuelan Primera División,2000.0,1,Deportivo Táchira
Venezuelan Primera División,2000.0,2,Deportivo Italchacao
Venezuelan Primera División,1999.0,1,Deportivo Italchacao
Venezuelan Primera División,1999.0,2,Deportivo Táchira
Venezuelan Primera División,1998.0,1,Zulia
Venezuelan Primera División,1998.0,2,Estudiantes de Mérida
Venezuelan Primera División,1997.0,1,Caracas
Venezuelan Primera División,1997.0,2,Zulia
Venezuelan Primera División,1996.0,1,Minervén
Venezuelan Primera División,1996.0,2,Mineros
Venezuelan Primera División,1995.0,1,Caracas
Venezuelan Primera División,1995.0,2,Minervén
Venezuelan Primera División,1994.0,1,Caracas
Venezuelan Primera División,1994.0,2,Trujillanos
Venezuelan Primera División,1993.0,1,Marítimo de Venezuela
Venezuelan Primera División,1993.0,2,Minervén
Venezuelan Primera División,1992.0,1,Caracas
Venezuelan Primera División,1992.0,2,Minervén
Venezuelan Primera División,1991.0,1,Los Andes
Venezuelan Primera División,1991.0,2,Marítimo de Venezuela
Venezuelan Primera División,1990.0,1,Marítimo de Venezuela
Venezuelan Primera División,1990.0,2,Deportivo Táchira
Venezuelan Primera División,1989.0,1,Marítimo de Venezuela
Venezuelan Primera División,1989.0,2,Pepeganga
Venezuelan Primera División,1988.0,1,Marítimo de Venezuela
Venezuelan Primera División,1988.0,2,Deportivo Táchira
Venezuelan Primera División,1987.0,1,Marítimo de Venezuela
Venezuelan Primera División,1987.0,2,Deportivo Táchira
Venezuelan Primera División,1986.0,1,Deportivo Táchira
Venezuelan Primera División,1986.0,2,Estudiantes de Mérida
Venezuelan Primera División,1985.0,1,Estudiantes de Mérida
Venezuelan Primera División,1985.0,2,Deportivo Táchira
Venezuelan Primera División,1984.0,1,Deportivo Táchira
Venezuelan Primera División,1984.0,2,Deportivo Italia
